accuracy,precision,recall,f1_score,roc_auc,epochs_trained,final_loss,timestamp,detection_rate,false_alarm_rate,specificity
0.8816657689200108,1.0,0.8815141913301423,0.9370263539781788,0.977470221093082,34,0.0004428489325237,2025-09-27 07:11:02,0.8815141913301423,0.0,1.0
0.8955359547535685,0.9998118390847852,0.8955706869817299,0.9448247657319654,0.9517456631195732,20,0.0006307350748884,2025-09-27 07:13:24,0.8955706869817299,0.131578947368421,0.868421052631579
0.998955032697364,1.0,0.9979100653947279,0.9989539395984478,0.9999788193359131,50,0.006523539756958128,2025-09-27 07:32:21,0.9979100653947279,0.0,1.0
